title,date,content,keyword
"곽동신 한미반도체 회장, 독립유공자 후손으로 청와대 오찬 참석",2025-08-14,"독립유공자 곽한소 선생의 증손자 자격으로 초청 받아 곽동신 한미반도체 회장이 독립유공자 후손의 자격으로 14일 청와대에서 개최된 '광복 80주년, 대통령의 초대' 행사에 참석했다. 이재명 대통령은 광복 80주년을 기념해 독립 유공자 후손과 유해봉환 대상 유족 등 80여 명을 청와대 영빈관으로 초청해 오찬을 함께했다. 곽동신 한미반도체 회장이(가운데) 14일 청와대 영빈관에서 열린 '광복 80주년, 대통령의 초대' 행사에 참석했다. 이재명 대통령(우), 김혜경 여사(좌) (사진=한미반도체) 곽동신 회장은 독립유공자 곽한소 선생의 증손자 자격으로 이번 행사에 초청 받았다. 곽한소 선생은 1882년 충청남도 출생으로 을사조약 체결에 분노하여 의병활동에 참여한 독립운동가로, 2015년 건국포장을 받은 독립유공자다. 곽동신 회장은 선조의 정신을 현대에 계승하는 노력을 지속해왔다. 2024년에는 일본인 소장자로부터 안중근 의사의 미공개 유묵 '인심조석변 산색고금동(人心朝夕變 山色古今同)'을 한미반도체가 경매에서 낙찰 받아 환수했다. 보물로 지정된 후 국가에 기증 할 예정이다. 또한 곽한소 지사 관련 기록물을 독립기념관에 기증하여 역사 보존에 기여했다. 한미반도체는 1980년 설립된 반도체 장비 기업으로 전세계 320여개 고객사를 보유하고 있으며, HBM3E TC 본더 시장에서 전세계 90% 점유율을 차지하고 있다. 특히 주물생산부터 설계, 부품가공, 소프트웨어, 조립, 검사, 판매까지 연결한 수직 통합 (Vertical Integration) 시스템을 통해 AI 반도체 시장 변화에 신속히 대응하고 고객의 요청에 빠르게 응대하며 차별화된 경쟁력을 보유하고 있다.","곽동신, 곽동신 한미반도체, 한미반도체, 이재명, 대통령의, 회장이, 회장은, 소프트웨어, 기업으로, 있다 특히"
"한미반도체 곽동신 회장, 독립유공자 후손으로 청와대 오찬 참석",2025-08-14,"곽동신 한미반도체 회장이 독립유공자 후손의 자격으로 14일 청와대에서 개최된 '광복 80주년, 대통령의 초대' 행사에 참석했다. 이재명 대통령은 광복 80주년을 기념해 독립 유공자 후손과 유해봉환 대상 유족 등 80여 명을 청와대 영빈관으로 초청해 오찬을 함께했다. 곽동신 회장은 독립유공자 곽한소 선생의 증손자 자격으로 행사에 초청받았다. 곽한소 선생은 1882년 충청남도 출생으로 을사조약 체결에 분노해 의병활동에 참여한 독립운동가다. 2015년 건국포장을 받은 독립유공자다. 곽동신 회장은 선조의 정신을 현대에 계승하는 노력을 지속해왔다. 지난해에는 일본인 소장자로부터 안중근 의사의 미공개 유묵 '인심조석변 산색고금동(人心朝夕變 山色古今同)'을 한미반도체가 경매에서 낙찰받아 환수했다. 보물로 지정된 후 국가에 기증할 예정이다. 또한 곽한소 지사 관련 기록물을 독립기념관에 기증해 역사 보존에 기여했다. 한미반도체는 1980년 설립한 반도체 장비업체로 전 세계 320여개 고객사를 보유하고 있다. HBM3E TC 본더 시장에서 전 세계 90% 점유율을 차지하고 있다. 주물생산부터 설계, 부품가공, 소프트웨어, 조립, 검사, 판매까지 연결한 수직 통합(Vertical Integration) 시스템을 통해 AI 반도체 시장 변화에 신속히 대응하고 고객의 요청에 빠르게 응대하며 차별화된 경쟁력을 보유하고 있다.","곽동신, 회장은, 한미반도체, 이재명, 소프트웨어, 곽동신 한미반도체, 세계, 점유율을, 대통령의, 있다"
"“증조부는 독립군, 증손자는 반도체 핵심”…곽동신 부회장, 대통령과...",2025-08-14,"곽 회장, 독립운동가 곽한소 선생 증손자 안중근 의사 유묵 기증 등 선조 정신 계승 [서울경제] 곽동신 한미반도체(042700) 부회장이 독립유공자 후손 자격으로 청와대 오찬에 참석했다. 곽 부회장은 14일 청와대에서 열린 ‘광복 80주년, 대통령의 초대’ 행사에 자리했다. 이재명 대통령은 광복 80주년을 맞아 독립유공자 후손과 유해봉환 대상 유족 등 80여 명을 청와대 영빈관으로 초청해 오찬을 함께했다. 곽 부회장의 참석은 증조부인 곽한소 선생이 독립유공자이기 때문이다. 1882년 충청남도에서 태어난 곽한소 선생은 을사조약 체결에 분개해 의병활동에 투신한 독립운동가다. 정부는 선생의 공훈을 기려 2015년 건국포장을 추서했다. 선조의 나라 사랑 정신은 후손에게 이어졌다. 곽 부회장은 지난해 일본인 소장가로부터 안중근 의사의 미공개 유묵 ‘인심조석변 산색고금동(人心朝夕變 山色古今同)’을 한미반도체가 경매에서 낙찰받아 환수했다. 보물로 지정된 후 국가에 기증 할 예정이다. 조부인 곽한소 지사와 관련된 기록물을 독립기념관에 전달하며 역사 보존에도 힘썼다. 한미반도체는 1980년 설립된 반도체 장비 전문 기업이다. 전 세계 320여 개 고객사에 장비를 공급한다. 특히 고대역폭메모리(HBM) 생산에 필수적인 HBM3E TC 본더 시장에서 세계 시장 점유율 90%를 차지하며 독보적인 기술력을 자랑한다. 주물 생산부터 설계, 부품 가공, 소프트웨어, 조립, 검사, 판매까지 모든 과정을 아우르는 수직 통합 시스템을 구축해 인공지능(AI) 반도체 시장 변화에 빠르게 대응하고 있다.","부회장은, 곽동신, 이재명, 소프트웨어, 부회장, 서울경제, 전문, 곽동신 한미반도체, 생산에, 세계"
"곽동신 한미반도체 회장, 독립유공자 후손으로 청와대 오찬 참석",2025-08-14,"[서울=뉴시스] 배요한 기자 = 한미반도체는 곽동신 회장이 독립유공자 후손의 자격으로 청와대에서 개최된 '광복 80주년, 대통령의 초대' 행사에 참석했다고 14일 밝혔다. 이재명 대통령은 광복 80주년을 기념해 독립 유공자 후손과 유해봉환 대상 유족 등 80여명을 청와대 영빈관으로 초청해 오찬을 함께했다. 곽동신 회장은 독립유공자 곽한소 선생의 증손자 자격으로 이번 행사에 초청 받았다. 곽한소 선생은 1882년 충청남도 출생으로 을사조약 체결에 분노하여 의병활동에 참여한 독립운동가로, 2015년 건국포장을 받은 독립유공자다. 곽동신 회장은 선조의 정신을 현대에 계승하는 노력을 지속해왔다. 지난해에는 일본인 소장자로부터 안중근 의사의 미공개 유묵 '인심조석변 산색고금동'을 사비로 구매해 환수한 후 국가에 기증했다. 또 곽한소 지사 관련 기록물을 독립기념관에 기증하여 역사 보존에 기여했다. 한편 한미반도체는 1980년 설립된 반도체 장비 기업으로 전세계 320여개 고객사를 보유하고 있으며, HBM3E TC 본더 시장에서 전세계 90% 점유율을 차지하고 있다. 특히 주물생산부터 설계, 부품가공, 소프트웨어, 조립, 검사, 판매까지 연결한 수직 통합 (Vertical Integration) 시스템을 통해 인공지능(AI) 반도체 시장 변화에 신속히 대응하고 차별화된 경쟁력을 보유하고 있다.","곽동신, 회장은, 한미반도체는, 이재명, 소프트웨어, 기업으로, 있다 특히, 곽동신 한미반도체, 점유율을, 대통령의"
'AI 반도체 활황' 낙수효과…장비 호실적 이어간다,2025-08-13,"한미반도체 2분기 영업익 56%↑ 열압착장비 美등 수출 증가 덕분 파크시스템스, 매출 17% 늘어 신성이엔지도 영업익 흑자 전환 반도체 장비기업들이 인공지능(AI) 시대 진입에 따른 고대역폭메모리(HBM) 수요 증가에 힘입어 올해 2·4분기 실적 상승 흐름을 이어간 것으로 나타났다. 올 하반기에도 삼성전자와 SK하이닉스 등이 HBM 공장 증설을 추진하면서 호실적이 지속될 전망이다. 13일 관련 업계에 따르면 한미반도체는 올해 2·4분기 매출액이 전년 동기보다 46% 늘어난 1800억원이었다. 같은 기간 영업이익은 56% 증가한 863억원을 시현했다. 이익률은 반도체 장비기업으로는 드물게 48%에 달했다. 한미반도체 호실적을 이끈 것은 열압착장비(TC본더)였다. TC본더는 열과 압력을 가해 D램과 D램을 수직으로 붙이는 기능을 한다. TC본더는 HBM 공정에서 필수로 쓰인다. 한미반도체는 미국 마이크론 등에 공급하는 TC본더 물량이 늘어나면서 2·4분기 매출액 중 90%가량이 해외 시장에서 발생했다. 김정영 한미반도체 부사장은 ""올해 연매출은 8000억∼1조1000억원 수준이 될 것""이라고 내다봤다. 한미반도체는 매출액이 1조원을 넘을 경우 1980년 설립된 이후 처음 매출 '1조클럽'에 들어가게 된다. 지난해 매출액은 5589억원이었다. 파크시스템스도 올해 2·4분기 호실적을 냈다. 매출액이 전년 동기 대비 17% 늘어난 523억원이었다. 지난 1·4분기에는 전년 동기와 비교해 98% 증가한 509억원의 매출액을 기록해 2분기 연속 상승세를 이어갔다. 다만 올 2·4분기 영업이익은 연구·개발(R&D) 비용 증가로 인해 전년 동기보다 6% 줄어든 120억원에 머물렀다. 그럼에도 불구하고 영업이익률 23%로 반도체 장비기업 중 높은 수준을 이어갔다. 파크시스템스는 반도체 웨이퍼(원판) 위에 형성된 나노미터(㎚, 10억분의 1m) 수준 회로선폭을 정밀하게 측정하는 원자현미경 분야에서 전 세계 시장 1위 자리를 이어가고 있다. 신영증권은 파크시스템스가 올해 매출액과 영업이익이 각각 전년보다 21%, 35% 늘어난 2125억원, 385억원을 달성할 것으로 예상했다. 이럴 경우 파크시스템스는 1997년 설립 이후 처음으로 연매출 2000억원을 넘어서게 된다. 신성이엔지는 올 2·4분기 매출액 1400억원, 영업이익 34억원을 달성했다. 매출액은 직전 기간과 비교해 20% 늘어났으며, 영업이익은 손실에서 흑자로 돌아섰다. 신성이엔지는 반도체를 만드는 청정공간인 클린룸 장비에 주력한다. 김신우 신성이엔지 상무는 ""해외 사업에 역량을 집중한 결과 실적이 개선됐다""며 ""미국 반도체 공장 관련 프로젝트가 재개되면서 해외 매출이 직전 기간 대비 83% 증가했다""고 설명했다. 반도체 장비기업들은 올 하반기에도 반도체 증설 투자 증가에 따른 실적 상승 흐름을 이어갈 것으로 예상된다. 시장조사기관 SEMI는 올해 글로벌 반도체 장비 시장 규모가 전년보다 7.4% 늘어난 1225억달러에 달할 것으로 전망했다. 업계 관계자는 ""거시경제 불확실성이 지속되지만 AI 시대 개막에 따른 반도체 수요는 계속 증가할 것""이라며 ""올 하반기에도 반도체 증설 투자와 함께 장비 발주가 이어질 것""이라고 말했다. #인공지능 #마이크론 #한미반도체 #고대역폭메모리 #반도체 장비기업","4분기, 늘어난, 반도체, 전년, 영업이익은, 올해, 한미반도체, 해외, 한미반도체는, 증설"
인공지능 물 만난 반도체 장비 2분기 '낙수효과',2025-08-13,"한미반도체, 매출 56% 늘어난 1800억 영업이익 863억, 이익률 48% 달해 '원자현미경' 파크시스템스 매출 증가 다만 R&D 증가로 영업이익 소폭 하락 신성이엔지, 흑자전환하며 수익성 개선 하반기 삼성전자·SK하이닉스 증설 투자 ""장비 수주 늘어나며 실적 상승 예상"" [파이낸셜뉴스] 반도체 장비기업들이 인공지능(AI) 시대 진입에 따른 고대역폭메모리(HBM) 수요 증가에 힘입어 올해 2·4분기 실적 상승 흐름을 이어간 것으로 나타났다. 올 하반기에도 삼성전자와 SK하이닉스 등이 HBM 공장 증설을 추진하면서 호실적이 지속될 전망이다. 13일 관련 업계에 따르면 한미반도체는 올해 2·4분기 매출액이 전년 동기보다 46% 늘어난 1800억원이었다. 같은 기간 영업이익은 56% 증가한 863억원을 시현했다. 이익률은 반도체 장비기업으로는 드물게 48%에 달했다. 한미반도체 호실적을 이끈 것은 열압착장비(TC본더)였다. TC본더는 열과 압력을 가해 D램과 D램을 수직으로 붙이는 기능을 한다. TC본더는 HBM 공정에서 필수로 쓰인다. 한미반도체는 미국 마이크론 등에 공급하는 TC본더 물량이 늘어나면서 2·4분기 매출액 중 90%가량이 해외 시장에서 발생했다. 김정영 한미반도체 부사장은 ""올해 연매출은 8000억∼1조1000억원 수준이 될 것""이라고 내다봤다. 한미반도체는 매출액이 1조원을 넘을 경우 1980년 설립된 이후 처음 매출 '1조클럽'에 들어가게 된다. 지난해 매출액은 5589억원이었다. 파크시스템스도 올해 2·4분기 호실적을 냈다. 매출액이 전년 동기 대비 17% 늘어난 523억원이었다. 지난 1·4분기에는 전년 동기와 비교해 98% 증가한 509억원의 매출액을 기록해 2분기 연속 상승세를 이어갔다. 다만 올 2·4분기 영업이익은 연구·개발(R&D) 비용 증가로 인해 전년 동기보다 6% 줄어든 120억원에 머물렀다. 그럼에도 불구하고 영업이익률 23%로 반도체 장비기업 중 높은 수준을 이어갔다. 파크시스템스는 반도체 웨이퍼(원판) 위에 형성된 나노미터(㎚, 10억분의 1m) 수준 회로선폭을 정밀하게 측정하는 원자현미경 분야에서 전 세계 시장 1위 자리를 이어가고 있다. 신영증권은 파크시스템스가 올해 매출액과 영업이익이 각각 전년보다 21%, 35% 늘어난 2125억원, 385억원을 달성할 것으로 예상했다. 이럴 경우 파크시스템스는 1997년 설립 이후 처음으로 연매출 2000억원을 넘어서게 된다. 신성이엔지는 올 2·4분기 매출액 1400억원, 영업이익 34억원을 달성했다. 매출액은 직전 기간과 비교해 20% 늘어났으며, 영업이익은 손실에서 흑자로 돌아섰다. 신성이엔지는 반도체를 만드는 청정공간인 클린룸 장비에 주력한다. 김신우 신성이엔지 상무는 ""해외 사업에 역량을 집중한 결과 실적이 개선됐다""며 ""미국 반도체 공장 관련 프로젝트가 재개되면서 해외 매출이 직전 기간 대비 83% 증가했다""고 설명했다. 반도체 장비기업들은 올 하반기에도 반도체 증설 투자 증가에 따른 실적 상승 흐름을 이어갈 것으로 예상된다. 시장조사기관 SEMI는 올해 글로벌 반도체 장비 시장 규모가 전년보다 7.4% 늘어난 1225억달러에 달할 것으로 전망했다. 업계 관계자는 ""거시경제 불확실성이 지속되지만 AI 시대 개막에 따른 반도체 수요는 계속 증가할 것""이라며 ""올 하반기에도 반도체 증설 투자와 함께 장비 발주가 이어질 것""이라고 말했다.","4분기, 늘어난, 반도체, 증설, 전년, 영업이익은, 올해, 장비, 영업이익, 해외"
뜨거운 증시에… 공매도 잔고 4개월 만에 3배 불어나,2025-08-12,"공매도 ‘대기 자금’도 100조원 육박 국내 증시가 가파르게 오르면서 공매도 투자가 급증했다. 공매도 순보유 잔고는 4개월 만에 3배 넘게 불어났고, 공매도 대기 자금으로 불리는 대차잔고는 100조원에 육박했다. 12일 한국거래소에 따르면 지난 6일 기준 코스피시장 공매도 순보유 잔고는 총 10조76억원이다. 공매도 거래가 전면 재개된 지난 3월 31일 3조8982억원에서 6조원 넘게 뛰었다. 같은 기간 코스닥시장 공매도 순보유 잔고도 1조7923억원에서 4조635억원으로 늘었다. 코스피·코스닥시장 합산 공매도 순보유 잔고는 14조원을 넘어서면서 2023년 11월 공매도 거래 전면 중단 직전인 17조원대에 가까워졌다. 공매도 투자에 활용할 수 있는 대차잔고 규모도 지난 8일 기준 96조6200억원에 달해 이미 2023년 11월(82조원) 수준을 넘어섰다. 공매도는 빌린 주식을 매도한 뒤 주식으로 사서 되갚는 것을 말한다. 공매도 잔고가 늘어났다는 의미는 그만큼 하락 가능성을 염두에 둔 투자자가 많아졌다는 의미다. 국내 증시가 단기간에 급등하면서 공매도 투자도 활발해졌다. 코스피시장에서 시가총액 대비 공매도 순보유 잔고 비중이 가장 큰 종목은 한미반도체다. 공매도 잔고 비율이 지난 3월 말 0.65%에서 지난 6일 6.1%로 10배가량 증가했다. 한미반도체가 그동안 인공지능(AI) 칩 핵심 부품인 고대역폭 메모리(HBM)를 만들 때 쓰이는 TC본더 시장을 장악하고 있었는데, 한화세미텍이라는 경쟁사가 나오면서 공매도 투자도 활발해졌다. 한미반도체에 이어 시가총액 대비 공매도 순보유 잔고 비율이 큰 종목은 ▲SKC 5.31% ▲호텔신라 4.53% ▲신성이엔지 4.15% ▲LG생활건강 3.41% 등이다. 특히 LG생활건강은 거래대금 중 공매도 거래대금 비중이 지난 3월 말 이후 누적 18.55%로 압도적 1위다. K뷰티 열풍에도 해외 시장에서 입지를 넓히지 못하면서 공매도 투자의 주된 목표가 됐다. 한 증권사 트레이딩 부문 관계자는 “화장품주 투자를 늘리는 과정에서 헤지(Hedge·위험 회피)를 위해 LG생활건강을 공매도하는 경우가 많은 것으로 보인다”고 말했다. 코스닥시장 종목별 시가총액 대비 공매도 순보유 잔고 비율을 보면 지난 6일 기준 제룡전기가 5.45%로 가장 컸고, 이어 ▲다날 5.03% ▲브이티 4.81% ▲에코프로 4.81% ▲제주반도체 4.73% 순이었다. 공매도 순보유 잔고 비중이 크다는 것은 그만큼 주가가 하락할 것으로 예상하는 투자자가 많다는 의미다. 다만 반대로 주가가 급등하면 숏스퀴즈(Short squeeze)로 주가가 더 뛰는 결과가 만들어지곤 한다. 숏스퀴즈는 주가가 하락할 것으로 보고 공매도 투자에 나섰다가, 주가가 예상과 달리 상승하면 손실을 만회하기 위해 주식을 사들이고 이 과정에서 주가가 더 뛰는 현상을 말한다. 호텔신라가 대표적이다. 호텔신라는 지난 6일 정부가 중국인 단체 관광객에 대해 한시적으로 무비자 입국을 허용하겠다고 발표한 이후 4거래일 만에 20만주 넘게 대차 상환이 이뤄졌다. 같은 기간 공매도 평균가도 4만5937원에서 5만648원으로 올랐다. 현재 공매도 규모만으로 시장의 과열을 예단할 수는 없으나, 앞으로 상승 흐름을 이어가지 못하면 개별 종목의 급등락이 나타날 전망이다. 이상현 메리츠증권 연구원은 “현재 공매도 잔고 비중이 공매도 재개 시점 대비 89% 증가하긴 했으나, 그 이전과 비교하면 높은 수준은 아니다”라면서도 “시장 상승세 둔화와 거래 대금 대비 공매도 비율 확대가 이어질 경우 종목별 변동성이 한층 커질 수 있다”고 했다.","주가가, 비중이, 지난, 시가총액, 넘게, 지난 3월, 대비, 3월, 만에, 투자에"
HBM 미래 '하이브리드 본딩' 대해부…'정밀도 경쟁' 삼국지,2025-08-12,"HBM 경쟁에 하이브리드 본딩 주목 한화세미텍, 접합성 높이는 기술 특허 한미, 핵심기술 협력사와 협업 체계 '후발주자' LG, 학계 손잡고 연구 협력 [이데일리 공지유 기자] 차세대 고대역폭메모리(HBM) 패권 경쟁이 치열해지는 가운데, 메모리를 더 높고 정밀하게 쌓을 수 있는 차세대 접합 기술인 ‘하이브리드 본딩’을 두고 반도체 장비업계 ‘삼국지’ 구도가 펼쳐질 조짐이다. 칩을 수십단 이상 쌓아 올리는 작업인 만큼 업계에서는 시장 선점을 위해 정확도와 정밀도를 잡는데 속도를 내고 있다. [이데일리 김정훈 기자] HBM 기술 변곡점…내년부터 ‘하이브리드 본딩’ 뜬다 10일 업계에 따르면 내년부터 7세대 HBM(HBM4E)을 시작으로 반도체 업계에서 하이브리드 본딩 기술을 본격적으로 적용할 것으로 전망된다. 앞서 국제반도체표준협의기구(JEDEC)는 올해 4월 인공지능(AI) 패키징 두께 기준을 775마이크로미터(㎛)로 제한했다. HBM은 D램 칩을 더 많이 쌓을수록 용량과 속도가 향상되는데, 높이가 제한돼 있는 만큼 패키지 두께를 더 줄일 수 있는 기술이 필요해진다. 하이브리드 본더는 HBM에 들어가는 D램을 쌓을 때 하나로 엮어주는 장비다. 현재 주로 활용되고 있는 ‘TC 본딩’ 방식보다 한 단계 업그레이드됐다. TC 본더는 칩과 칩을 붙일 때 가교 역할을 하는 범프(단자)가 필요하지만, 하이브리드 본더는 칩과 웨이퍼의 구리 배선을 직접 연결하기 때문에 범프가 필요하지 않아 HBM 두께를 크게 줄일 수 있고, 발열도 줄어드는 장점이 있다. [이데일리 김정훈 기자] 삼성전자는 이르면 내년 HBM4E 16단 제품에서부터 하이브리드 본딩을 적용할 것으로 보인다. 새로운 기술을 적극적으로 활용해 HBM 시장에서 반등을 모색하려는 것으로 풀이된다. SK하이닉스는 20단 제품부터 하이브리드 본딩을 도입할 계획인 것으로 알려졌다. 기존 반도체 장비 업계에서 TC 본더 시장을 사실상 독점하던 한미반도체에 이어 최근 들어 SK하이닉스에 TC 본더 수주를 본격화하고 있는 한화세미텍이 하이브리드 본딩 기술 개발에 나섰다. 여기에 최근 LG전자 생산기술연구원까지 뛰어들었다. 차세대 기술 선점을 위한 세 회사의 경쟁이 치열해지고 있는 것이다. 아직까지 HBM용 하이브리드 본더는 연구개발(R&D) 단계로, 상용화까지는 1~2년가량의 시간이 걸릴 것으로 보인다. 하이브리드 본더 장비 비용은 기존의 TC 본더보다 두 배 이상 비싼 데다, 16단 제품까지는 TC 본더로도 충분히 두께 기준을 충족할 수 있기 때문이다. 다만 HBM 고적층 경쟁이 피할 수 없는 흐름인 만큼, 20단 이상으로 갈수록 하이브리드 본딩의 중요성이 커질 전망이다. 결국 차세대 기술을 누가 더 잘 준비했느냐에 따라 시장 강자가 가려질 것으로 보인다. 한화세미텍 TC본더 ‘SFM5-Expert’. (사진=한화세미텍) 특허 내고 협력사·학계와 맞손…3사 전략은 하이브리드 본딩을 구현하기 위해서는 칩 간 접합 정밀도와 칩 표면 청정도를 확보하는 것이 핵심이다. 이에 업계에서는 정밀도와 청정도를 높이기 위한 특허를 출원하는 등 기술 개발에 한창이다. 한화세미텍이 등록한 하이브리드 본더 관련 특허에 따르면, 한화세미텍은 하이브리드 본딩 공정에서 어닐링(annealing) 작업을 두 번에 걸쳐 진행한다. 어닐링은 위·아래 칩을 붙일 때 높은 열을 가해 구리가 팽창하도록 한 뒤 서로 붙도록 하는 열처리 작업이다. 어닐링을 통해 구리와 구리를 직접 연결하면서 생길 수 있는 내부 빈 공간을 없앨 수 있다. 본격적인 어닐링 작업 전 ‘프리어닐링’을 통해 5~10분간 100~150도 온도에서 사전 열처리 작업을 한다는 것인데, 이렇게 되면 결함을 줄이고 접합 정밀성이 더 높아질 수 있다는 장점이 있다. 칩과 칩을 바로 접합하기 때문에 표면 접합면의 미세 요철을 없애 평탄도와 청정도를 높이는 화학적기계연마(CMP) 등의 기술도 중요하다. 이와 관련해 한미반도체는 어닐링을 비롯해 CMP, 플라즈마 등 하이브리드 본딩 관련 핵심 기술 확보를 위해 여러 협력사들과 손을 잡고 있다. 한미반도체는 최근 반도체 장비 기업 테스와 하이브리드 본더 기술 협약을 체결하고 관련 기술 경쟁력을 강화한다는 계획이다. 한미반도체 HBM4용 ‘TC 본더 4’.(사진=한미반도체) LG전자 생산기술원은 가장 최근 하이브리드 본더 개발 계획을 공식화한 만큼 아직까지 선행 연구 단계인 것으로 파악된다. LG전자는 최근 인하대와 함께 하이브리드 본더 개발 관련 정부 과제를 따내는 등 학계와 함께 협력하며 연구개발(R&D)에 속도를 내고 있다. 인하대는 조만간 상부 칩과 웨이퍼의 정렬을 확인할 때의 거리를 좁혀 접합 정밀도를 높이는 기술 관련 특허를 낸다는 계획이다. 궁극적으로는 기존 TC 본더의 한계를 보완하고 정밀도·청정도를 높여 기술 경쟁력을 갖춘 기업이 국내 하이브리드 본딩 삼국지에서 승기를 잡을 것이라는 전망이 나온다. 현재 시장에서 선두를 달리고 있는 네덜란드 반도체 장비 업체 베시는 칩과 웨이퍼 사이의 정렬 오차 범위인 정밀도를 50나노미터(nm) 이하로 달성하는 것을 목표로 하고 있다. 주승환 인하대 제조혁신전문대학원 교수는 “우리나라 기업들도 빠른 속도로 기술 개발에 나서 베시에 준하는 기술력을 갖추지 않는다면 조만간 중국 등 해외 기업들에게 추격 당할 수 있다”며 “정부에서도 연구개발에 대한 전폭적인 지원을 통해 환경을 마련해줘야 한다”고 지적했다.","하이브리드, 본딩, tc, 본더, 기술, 하이브리드 본더, 칩을, hbm, 있는, 관련"
"반도체 장비업체 ASMPT, 中공장 폐쇄…글로벌 공급망 최적화",2025-08-11,"(서울=연합뉴스) 김준억 기자 = 싱가포르의 반도체 장비업체 ASMPT가 중국 선전에 있는 반도체 장비 제조공장을 폐쇄하기로 결정했다고 11일 밝혔다. ASMPT는 이날 보도자료를 통해 선전공장 폐쇄는 고객사 요구와 시장 변화에 더욱 적절히 대응하고자 자사의 글로벌 공급망을 최적화하는 차원의 결정이라고 설명했다. ASMPT는 또 이번 결정에 따라 글로벌 제조사업 부문의 비용이 절감되고 민첩성과 회복력이 향상될 것으로 기대된다고 덧붙였다. 회사 측은 이번 공장폐쇄로 직원 약 950명이 영향을 받게 될 것이라며 이들에 대한 존중을 바탕으로 재배치 등과 관련해 정당한 대우를 약속한다고 밝혔다. ASMPT는 이번 선전공장 폐쇄가 자사의 글로벌 제조사업 부문에 영향을 주지는 않을 것이라고 밝혔다. 한편, SK하이닉스는 지난해 말 고대역폭 메모리(HBM) 제조 장비인 'TC본더'의 공급망 다변화를 위해 한미반도체 외 ASMPT와 한화세미텍에 대한 테스트를 진행, 최종적으로 한화세미텍을 선정한 바 있다. justdust@yna.co.kr","글로벌, 공급망, 이번, 영향을, 밝혔다, 측은, 대한, 고대역폭 메모리, 장비인, tc본더"
"한미반도체, 팝 아티스트 '필립 콜버트' 협업 아트워크 공개",2025-08-11,"한미반도체는 11일 세계적 팝 아티스트 필립 콜버트와 협업한 '아트워크'를 공개했다. 이번 협업은 브랜드 이미지를 새롭게 구축하기 위한 마케팅 전략의 일환이다. 필립 콜버트는 '차세대 앤디 워홀'로 불리며 랍스터를 예술적 심볼로 활용한 회화·조각·패션 등 다방면 작품 활동으로 유명하다. 그는 애플, 삼성, 나이키, 롤렉스 등 글로벌 브랜드와 협업해 왔다. 이번 작품은 한미반도체 로고를 팝아트 감성으로 재해석하고 랍스터와 파란 정장 조합을 적용했다. 회사는 8일부터 올림픽대로 동작대교 남단 옥외광고에 해당 아트워크를 게시했다. 한미반도체는 1980년 설립된 반도체 장비업체다. 세계 320여개 고객사를 보유하고 있다. HBM3E 열압착(TC) 본더 시장 점유율은 90% 이상이다.","한미반도체는, 한미반도체, 이번, 공개, 애플, 점유율은, 90, 회사는, tc 본더, tc"
